0;0xaae6;FUN_InstallCrack
1713;0xb7ee;SYS_GetMouse
1714;0xb812;SYS_Joystick
1715;0xb884;io_shiftkey
1716;0xb884;io_shiftkey
1717;0xb884;io_shiftkey
1718;0xb7ee;SYS_GetMouse
1719;0xb812;SYS_Joystick
1720;0xb884;io_shiftkey
1721;0xb884;io_shiftkey
1722;0xb884;io_shiftkey
1723;0xb7ee;SYS_GetMouse
1724;0xb812;SYS_Joystick
1725;0xb884;io_shiftkey
1726;0xb884;io_shiftkey
1727;0xb884;io_shiftkey
1728;0xb770;setphysic
1729;0xb7ee;SYS_GetMouse
1730;0xb812;SYS_Joystick
1731;0xb884;io_shiftkey
1732;0xb884;io_shiftkey
1733;0xb884;io_shiftkey
1734;0xb7ee;SYS_GetMouse
1735;0xb812;SYS_Joystick
1736;0xb884;io_shiftkey
1737;0xb884;io_shiftkey
1738;0xb884;io_shiftkey
1739;0xb7ee;SYS_GetMouse
1740;0xb812;SYS_Joystick
1741;0xb884;io_shiftkey
1742;0xb884;io_shiftkey
1743;0xb884;io_shiftkey
1744;0xb7ee;SYS_GetMouse
1745;0xb812;SYS_Joystick
1746;0xb884;io_shiftkey
1747;0xb884;io_shiftkey
1748;0xb884;io_shiftkey
1749;0xb7ee;SYS_GetMouse
1750;0xb812;SYS_Joystick
1751;0xb884;io_shiftkey
1752;0xb884;io_shiftkey
1753;0xb884;io_shiftkey
1754;0xb7ee;SYS_GetMouse
1755;0xb812;SYS_Joystick
1756;0xb884;io_shiftkey
1757;0xb884;io_shiftkey
1758;0xb884;io_shiftkey
1759;0xb770;setphysic
1760;0xb7ee;SYS_GetMouse
1761;0xb812;SYS_Joystick
1762;0xb884;io_shiftkey
1763;0xb884;io_shiftkey
1764;0xb884;io_shiftkey
1765;0xb7ee;SYS_GetMouse
1766;0xb812;SYS_Joystick
1767;0xb884;io_shiftkey
1768;0xb884;io_shiftkey
1769;0xb884;io_shiftkey
1770;0xb7ee;SYS_GetMouse
1771;0xb812;SYS_Joystick
1772;0xb884;io_shiftkey
1773;0xb884;io_shiftkey
1774;0xb884;io_shiftkey
1775;0xb7ee;SYS_GetMouse
1776;0xb812;SYS_Joystick
1777;0xb884;io_shiftkey
1778;0xb884;io_shiftkey
1779;0xb884;io_shiftkey
